,title,year,popularity,homepage,type,action,comedy,fantasy,horror,non-fiction,romance
2261,Solitary Man,2009,5.8,http://www.solitarymanmovie.com/,M,0,1,1,0,0,1
2262,Machete,2010,6.3,http://www.vivamachete.com/,M,1,1,0,0,0,0
2263,Casino Jack,2010,6,http://www.casinojack-movie.com/,M,0,1,1,1,0,0
2264,The Land Before Time,1988,7,,M,1,1,0,0,0,0
2265,Tae Guk Gi: The Brotherhood of War,2004,7.4,,M,1,0,1,0,1,0
2266,The Perfect Game,2010,6.3,http://www.theperfectgamemovie.com,M,0,0,1,0,0,0
2267,The Exorcist,1973,7.5,http://theexorcist.warnerbros.com/,M,1,0,1,1,0,0
2268,Jaws,1975,7.5,http://www.jaws25.com/,M,1,0,0,1,0,0
2269,American Pie,1999,6.4,,M,0,1,0,0,0,1
2270,Ernest & Celestine,2012,7.6,,M,0,1,1,0,0,0
2271,The Golden Child,1986,5.6,,M,1,1,0,0,0,0
2272,Think Like a Man,2012,6.9,http://www.sonypictures.com/movies/thinklikeaman/,M,0,1,0,0,0,1
2273,Barbershop,2002,6.2,,M,0,1,1,0,0,0
2274,Star Trek II: The Wrath of Khan,1982,7.3,,M,1,0,1,0,0,0
2275,Ace Ventura: Pet Detective,1994,6.4,,M,0,1,0,1,0,0
2276,WarGames,1983,7,http://www.mgm.com/title_title.do?title_star=WARGAMES,M,1,0,1,0,0,0
2277,Witness,1985,7,,M,1,0,1,1,0,1
2278,Act of Valor,2012,6.3,http://www.actofvalor.com/,M,1,0,0,0,1,0
2279,Beavis and Butt-Head Do America,1996,6.5,,M,0,1,0,0,0,0
2280,Jackie Brown,1997,7.3,,M,0,1,0,1,0,1
2281,Harold & Kumar Escape from Guantanamo Bay,2008,6.2,http://www.haroldandkumar.com,M,1,1,0,0,0,0
2282,Chronicle,2012,6.6,,M,1,0,1,0,0,0
2283,Yentl,1983,6.2,,M,0,0,1,0,1,1
2284,Time Bandits,1981,6.6,,M,1,1,1,0,0,0
2285,Crossroads,2002,4.7,,M,1,1,1,0,1,1
2286,Patton,1970,7.3,,M,0,0,1,0,1,0
2287,One Hour Photo,2002,6.6,,M,1,0,0,1,0,0
2288,Quarantine,2008,5.5,,M,1,0,1,1,0,0
2289,The Eye,2008,5.5,http://www.theeyethefilm.com,M,1,0,1,1,0,0
2290,Johnson Family Vacation,2004,4.7,,M,0,1,0,0,0,0
2291,How High,2001,6.3,http://www.howhighmovie.com/,M,0,1,0,0,0,0
2292,The Muppet Christmas Carol,1992,7.2,,M,0,1,1,0,0,0
2293,Frida,2002,7.3,,M,0,0,1,0,0,1
2294,Katy Perry: Part of Me,2012,6.5,http://www.katyperry.com/movie/,M,0,0,0,0,1,0
2295,Rounders,1998,6.9,,M,0,0,1,1,0,0
2296,Top Five,2014,6.3,http://www.topfivemovie.com/,M,0,1,1,0,0,0
2297,Prophecy,1979,5.4,,M,0,0,1,1,0,0
2298,Stir of Echoes,1999,6.5,,M,1,0,0,1,0,0
2299,Philomena,2013,7.4,,M,0,0,1,0,0,0
2300,The Upside of Anger,2005,6.4,http://www.newline.com/properties/upsideofanger.html,M,0,1,1,0,0,0
2301,The Boys from Brazil,1978,6.6,,M,1,0,1,1,0,0
2302,Aquamarine,2006,5.8,http://www.aquamarinemovie.com/,M,0,1,1,0,0,1
2303,My Baby's Daddy,2004,4.3,,M,0,1,0,0,0,0
2304,Nebraska,2013,7.4,,M,1,0,1,0,0,0
2305,Tales from the Crypt: Demon Knight,1995,6.7,,M,1,1,0,1,0,0
2306,Max Keeble's Big Move,2001,5.4,,M,0,1,1,0,0,0
2307,Young Adult,2011,5.6,http://www.youngadultmovie.com/,M,0,1,1,0,0,0
2308,Crank,2006,6.6,,M,1,0,0,1,0,0
2309,Def Jam's How to Be a Player,1997,5.3,,M,0,1,0,0,0,1
2310,Living Out Loud,1998,5.3,,M,0,1,1,0,0,1
2311,Just Wright,2010,6.1,,M,0,1,1,0,0,1
2312,Rachel Getting Married,2008,6.1,,M,0,0,1,0,0,0
2313,The Postman Always Rings Twice,1981,6.4,,M,0,0,1,1,0,1
2314,Girl with a Pearl Earring,2003,6.4,,M,0,0,1,0,0,1
2315,Das Boot,1981,7.9,http://www.dasboot.com,M,1,0,1,0,1,0
2316,Sorority Boys,2002,4.6,,M,0,1,0,0,0,0
2317,House of Flying Daggers,2004,7.1,,M,1,0,1,0,0,1
2318,Arbitrage,2012,6.1,,M,1,0,1,0,0,0
2319,Project Almanac,2015,6.4,http://www.projectalmanac.com/,M,1,0,1,0,0,0
2320,Cadillac Records,2008,6.9,,M,0,0,1,0,1,0
2321,Screwed,2000,4.9,,M,1,1,0,0,0,0
2322,Fortress,1992,5.7,,M,1,0,1,0,0,0
2323,For Your Consideration,2006,5.9,,M,0,1,1,0,0,0
2324,Celebrity,1998,6,,M,0,1,1,0,0,0
2325,Running with Scissors,2006,5.8,,M,0,1,1,0,0,0
2326,From Justin to Kelly,2003,3,,M,0,1,0,0,0,1
2327,Girl 6,1996,5.7,,M,0,1,0,0,0,0
2328,In the Cut,2003,4.6,,M,1,0,0,1,0,0
2329,Two Lovers,2008,6.6,,M,0,0,1,0,0,1
2330,Last Orders,2001,6,,M,0,1,1,0,0,0
2331,The Pursuit of D.B. Cooper,1981,6.8,,M,1,0,0,1,0,0
2332,Ravenous,1999,6.9,,M,1,1,0,1,0,0
2333,Charlie Bartlett,2008,6.5,http://www.charliebartlett-themovie.com/,M,0,1,1,0,0,0
2334,The Great Beauty,2013,7.3,http://www.indigofilm.it/produzioni/film/61/la-grande-bellezza/,M,0,1,1,0,0,0
2335,The Dangerous Lives of Altar Boys,2002,6.4,,M,0,1,1,0,0,0
2336,Stoker,2013,6.5,http://www.foxsearchlight.com/stoker/,M,1,0,1,1,0,0
2337,2046,2004,6.9,http://www.wkw2046.com/,M,0,0,1,0,0,1
2338,Married Life,2007,6.1,http://www.sonyclassics.com/marriedlife/,M,0,0,1,1,0,1
2339,Duma,2005,6.9,http://dumamovie.warnerbros.com/,M,1,0,1,0,0,0
2340,Ondine,2009,6.5,http://www.ondinefilm.com,M,0,0,1,0,0,1
2341,Brother,2000,6.8,http://www.office-kitano.co.jp/brother/index.html,M,1,0,1,1,0,0
2342,Welcome to Collinwood,2002,6.2,,M,0,1,0,0,0,0
2343,Critical Care,1997,6.1,,M,0,1,1,0,0,0
2344,The Life Before Her Eyes,2007,6.1,,M,1,0,1,1,0,0
2345,Darling Companion,2012,5.3,,M,0,0,1,0,0,1
2346,Trade,2007,6.8,http://www.trade-derfilm.de/,M,1,0,1,0,0,0
2347,Fateless,2005,6.5,,M,0,0,1,0,1,0
2348,Breakfast of Champions,1999,5.2,,M,0,1,0,0,0,0
2349,"A Woman, a Gun and a Noodle Shop",2009,4.8,,M,1,1,1,0,0,0
2350,Cypher,2002,6.7,http://www.miramax.com/cypher/,M,1,0,1,1,0,0
2351,City of Life and Death,2009,7.6,http://www.cityoflifeanddeath.co.uk/,M,0,0,1,0,1,0
2352,Legend of a Rabbit,2011,3,,M,1,1,0,0,0,0
2353,Space Battleship Yamato,2010,6.3,,M,0,0,1,0,0,0
2354,5 Days of War,2011,5.8,,M,0,0,1,0,1,0
2355,10 Days in a Madhouse,2015,4.3,,M,0,0,1,0,0,0
2356,Heaven is for Real,2014,6,http://www.sonypictures.com/movies/heavenisforreal/,M,0,0,1,0,0,0
2357,Snatch,2000,7.7,,M,1,0,0,1,0,0
2358,Dancin' It's On,2015,4.3,https://www.facebook.com/eastsidestorymovie,M,0,0,1,0,0,1
2359,Pet Sematary,1989,6.4,,M,0,0,1,1,0,0
2360,Madadayo,1993,7.5,,M,0,0,1,0,0,0
2361,The Cry of the Owl,2009,5.5,http://www.ctvint.fr/pages/fiche.asp?id=3583,M,0,0,1,0,0,0
2362,A Tale of Three Cities,2015,6.3,,M,0,0,1,0,1,1
2363,Gremlins,1984,6.9,,M,0,1,1,1,0,0
2364,Star Wars,1977,8.1,http://www.starwars.com/films/star-wars-episode-iv-a-new-hope,M,1,0,1,0,0,0
2365,Doctor Zhivago,2065,7.4,,M,0,0,1,0,1,1
2366,Trash,2014,7.1,,M,1,0,1,1,0,0
2367,High School Musical 3: Senior Year,2008,6.2,http://disney.go.com/disneypictures/highschoolmusical3,M,0,1,1,0,1,1
2368,Jackass Number Two,2006,6.4,,M,1,1,0,0,1,0
2369,My Cousin Vinny,1992,7.3,,M,0,1,1,0,0,0
2370,Drive Hard,2014,3.9,,M,1,1,0,1,0,0
2371,Major League,1989,6.6,,M,0,1,0,0,0,0
2372,St. Trinian's,2007,5.6,http://www.sttriniansmovie.co.uk/,M,0,1,1,0,0,0
2373,Phone Booth,2002,6.7,,M,1,0,1,0,0,0
2374,A Walk to Remember,2002,7.5,http://www2.warnerbros.com/walktoremember/main.html,M,0,0,1,0,0,1
2375,Dead Man Walking,1995,7.3,,M,0,0,1,0,0,0
2376,Cruel Intentions,1999,6.6,,M,1,0,1,0,0,1
2377,Saw VI,2009,6,http://www.saw6film.com/,M,0,0,0,1,0,0
2378,History of the World: Part I,1981,6.5,,M,0,1,0,0,0,0
2379,The Secret Life of Bees,2008,7.4,http://www.foxsearchlight.com/thesecretlifeofbees/,M,1,0,0,0,0,0
2380,Corky Romano,2001,4.1,,M,1,1,0,1,0,0
2381,Raising Cain,1992,5.9,,M,1,0,1,1,0,0
2382,F.I.S.T.,1978,6.4,,M,1,0,1,0,0,0
2383,Invaders from Mars,1986,5.5,,M,0,0,1,0,0,0
2384,Barry Lyndon,1975,7.7,,M,0,0,1,0,1,1
2385,Out Cold,2001,5.8,,M,0,1,0,0,0,0
2386,The Ladies Man,2000,5.7,,M,0,1,0,0,0,0
2387,Quartet,2012,6.3,,M,0,1,1,0,0,1
2388,Tomcats,2001,4.9,,M,0,1,0,0,0,1
2389,Frailty,2001,7,,M,1,0,1,1,0,0
2390,Kinsey,2004,6.6,,M,0,0,1,0,0,0
2391,Army of Darkness,1992,7.3,,M,0,1,1,1,0,0
2392,Slackers,2002,5.4,,M,0,1,0,0,0,1
2393,What's Eating Gilbert Grape,1993,7.5,,M,0,0,1,0,0,1
2394,The Visual Bible: The Gospel of John,2003,8.2,,M,0,0,1,0,1,0
2395,Vera Drake,2004,6.8,,M,0,0,1,1,0,0
2396,The Guru,2002,5.1,,M,0,1,0,0,0,1
2397,The Perez Family,1995,6.6,,M,0,1,1,0,0,1
2398,Inside Llewyn Davis,2013,7.2,http://www.cbsfilms.com/inside-llewyn-davis/,M,0,0,1,0,1,0
2399,O,2001,5.8,,M,1,0,1,0,0,1
2400,Return to the Blue Lagoon,1991,5.1,,M,1,0,1,0,0,1
2401,The Molly Maguires,1970,5.9,,M,0,0,1,0,1,0
2402,Romance & Cigarettes,2005,6,,M,0,1,0,0,1,1
2403,Copying Beethoven,2006,6.2,,M,0,0,1,0,0,0
2404,Brighton Rock,2010,5.6,http://brightonrockmovie.com/,M,1,0,1,1,0,0
2405,Saw V,2008,5.9,,M,1,0,0,1,0,0
2406,Machine Gun McCain,1969,7.3,,M,1,0,1,1,0,0
2407,LOL,2012,5.9,,M,0,1,1,0,0,1
2408,Jindabyne,2006,5.7,http://www.sonyclassics.com/jindabyne/,M,1,0,1,1,0,0
2409,Kabhi Alvida Naa Kehna,2006,6.1,,M,0,0,1,0,0,1
2410,An Ideal Husband,1999,6.3,,M,0,1,1,0,0,1
2411,The Last Days on Mars,2013,5.2,,M,1,0,1,1,0,0
2412,Darkness,2002,5.6,http://www.miramax.com/movie/darkness,M,0,0,0,1,0,0
2413,2001: A Space Odyssey,1968,7.9,,M,1,0,1,1,0,0
2414,E.T. the Extra-Terrestrial,1982,7.3,http://www.et20.com/,M,1,0,1,0,0,0
2415,In the Land of Women,2007,5.8,http://www.warnerbros.com/land-women,M,0,1,1,0,0,1
2416,The Blue Butterfly,2004,6.8,,M,1,0,1,0,0,0
2417,There Goes My Baby,1994,8.5,,M,0,1,1,0,0,0
2418,Housefull,2010,5.2,http://housefull.erosentertainment.com/,M,0,1,1,0,0,1
2419,September Dawn,2007,5,,M,1,0,1,0,1,1
2420,For Greater Glory - The True Story of Cristiada,2012,6.4,http://www.cristiadafilm.com/,M,0,0,1,0,1,0
2421,The BÃƒÆ’Ã†â€™Ãƒâ€ Ã¢â‚¬â„¢ÃƒÆ’Ã¢â‚¬Â ÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢ÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â©lier Family,2014,7,,M,0,1,1,0,1,0
2422,Good Will Hunting,1997,7.9,http://www.miramax.com/movie/good-will-hunting,M,0,0,1,0,0,0
2423,Misconduct,2016,5.3,,M,1,0,1,0,0,0
2424,Saw III,2006,6.1,,M,1,0,0,1,0,0
2425,Stripes,1981,6.5,,M,1,1,0,0,0,0
2426,Bring It On,2000,5.8,https://www.uphe.com/movies/bring-it-on,M,0,1,0,0,0,0
2427,She's All That,1999,5.7,,M,0,1,0,0,0,1
2428,Saw IV,2007,5.9,http://movies.break.com/saw4/,M,1,0,0,1,0,0
2429,White Noise,2005,5.6,,M,1,0,1,1,0,0
2430,Madea's Family Reunion,2006,6,,M,0,1,1,0,0,1
2431,The Color of Money,1986,6.7,,M,0,0,1,0,0,0
2432,The Longest Day,2062,7.2,,M,1,0,1,0,1,0
2433,The Mighty Ducks,1992,6.4,,M,0,1,0,0,0,0
2434,The Grudge,2004,5.8,,M,1,0,0,1,0,0
2435,Happy Gilmore,1996,6.5,,M,0,1,0,0,0,0
2436,Jeepers Creepers,2001,6.1,,M,1,0,0,1,0,0
2437,Bill & Ted's Excellent Adventure,1989,6.7,http://www.billandted.org/,M,1,1,1,0,0,0
2438,Oliver!,1968,7,,M,0,0,1,0,1,0
2439,The Best Exotic Marigold Hotel,2011,6.9,http://www.foxsearchlight.com/thebestexoticmarigoldhotel/,M,0,1,1,0,0,0
2440,Recess: School's Out,2001,6.6,,M,0,1,1,0,0,0
2441,Mad Max Beyond Thunderdome,1985,5.9,,M,1,0,1,0,0,0
2442,Commando,1985,6.4,,M,1,0,0,0,0,0
2443,Devil,2010,5.8,http://www.thenightchronicles.com/devil/,M,1,0,0,1,0,0
2444,Friday After Next,2002,6,,M,0,1,0,0,0,0
2445,Insidious: Chapter 3,2015,6.2,,M,1,0,1,1,0,0
2446,The Last Dragon,1985,6.4,,M,1,1,0,0,0,0
2447,The Lawnmower Man,1992,5.4,,M,1,0,1,1,0,0
2448,Nick and Norah's Infinite Playlist,2008,6.4,,M,0,1,0,0,1,1
2449,Dogma,1999,6.8,http://www.dogma-movie.com/,M,1,1,1,0,0,0
2450,The Banger Sisters,2002,5.5,,M,0,1,1,0,0,0
2451,Twilight Zone: The Movie,1983,6.2,,M,1,0,1,1,0,0
2452,Road House,1989,6.3,,M,1,0,0,0,0,0
2453,A Low Down Dirty Shame,1994,6,,M,1,1,0,1,0,0
2454,Swimfan,2002,5,http://swimfan.film.ru/,M,1,0,1,0,0,0
2455,Employee of the Month,2006,5.3,,M,0,1,0,0,0,1
2456,Can't Hardly Wait,1998,6.1,,M,0,1,1,0,0,1
2457,The Outsiders,1983,6.9,,M,0,0,1,1,0,0
2458,The Dead Zone,1983,6.9,,M,1,0,1,1,0,0
2459,Sinister 2,2015,5.4,http://www.sinistermovie.com/,M,0,0,0,1,0,0
2460,Sparkle,2012,5.8,,M,0,0,1,0,1,0
2461,Valentine,2001,5,,M,1,0,0,1,0,0
2462,The Fourth Kind,2009,5.8,http://www.thefourthkind.net/,M,1,0,1,1,0,0
2463,A Prairie Home Companion,2006,6.4,,M,0,1,1,0,1,0
2464,Sugar Hill,1994,5.2,http://en.wikipedia.org/wiki/Sugar_Hill_(1994_film),M,1,0,1,0,0,0
2465,Invasion U.S.A.,1985,5.3,,M,1,0,0,0,0,0
2466,Roll Bounce,2005,6.1,,M,0,1,1,0,0,0
2467,Rushmore,1998,7.5,,M,0,1,1,0,0,0
2468,Skyline,2010,4.7,,M,0,0,1,0,0,0
2469,The Second Best Exotic Marigold Hotel,2015,6.3,,M,0,1,1,0,0,0
2470,Kit Kittredge: An American Girl,2008,6.4,http://www.americangirl.com/movie/,M,0,1,1,0,0,0
2471,The Perfect Man,2005,5.5,http://www.watchvideoseries.com/movies/the-perfect-man-2005/,M,0,1,1,0,0,1
2472,Mo' Better Blues,1990,6.3,,M,0,0,1,0,0,1
2473,Kung Pow: Enter the Fist,2002,6.1,,M,1,1,0,0,0,0
2474,Tremors,1990,6.6,,M,1,0,0,1,0,0
2475,Wrong Turn,2003,6,,M,1,0,0,1,0,0
2476,The Long Riders,1980,6.6,,M,1,0,0,0,1,0
2477,The Corruptor,1999,6,,M,1,0,0,1,0,0
2478,Mud,2013,7,,M,0,0,1,0,0,0
2479,Reno 911!: Miami,2007,5.6,,M,1,1,0,1,0,0
2480,One Direction: This Is Us,2013,8,http://www.1dthisisus-movie.com/feature/mosaic/,M,0,0,0,0,1,0
2481,"The Goods: Live Hard, Sell Hard",2009,5.4,http://www.livehardsellhard.com/,M,0,1,0,0,0,0
2482,Hey Arnold! The Movie,2002,5.6,,M,0,1,0,0,0,0
2483,My Week with Marilyn,2011,6.6,http://myweekwithmarilynmovie.com/,M,0,0,1,0,0,0
2484,The Matador,2005,6.2,,M,1,1,1,1,0,0
2485,Love Jones,1997,8.1,,M,0,1,1,0,0,1
2486,End of the Spear,2005,6.1,http://www.endofthespear.com/,M,1,0,1,0,0,0
2487,Get Over It,2001,5.5,,M,0,1,0,0,0,1
2488,Office Space,1999,7.4,,M,0,1,0,1,0,0
2489,Drop Dead Gorgeous,1999,6.4,,M,0,1,0,0,0,0
2490,Big Eyes,2014,6.8,,M,0,0,1,0,0,0
2491,Very Bad Things,1998,6.2,,M,1,1,0,1,0,0
2492,Sleepover,2004,5.3,,M,0,1,0,0,0,0
2493,Body Double,1984,6.4,,M,1,0,0,1,0,0
2494,MacGruber,2010,5.1,http://iamrogue.com/macgruber/,M,1,1,0,0,0,0
2495,Dirty Pretty Things,2002,6.8,,M,1,0,1,1,0,0
2496,Over Her Dead Body,2008,5.3,http://www.overherdeadbodymovie.com,M,0,1,0,0,0,0
2497,Seeking a Friend for the End of the World,2012,6.3,,M,0,1,1,0,0,1
2498,Cedar Rapids,2011,5.9,http://www.foxsearchlight.com/cedarrapids/,M,0,1,0,0,0,0
2499,American History X,1998,8.2,http://www.historyx.com/,M,0,0,1,0,0,0
2500,The Collection,2012,5.9,,M,1,0,0,1,0,0
2501,Teacher's Pet,2004,5.5,,M,0,1,1,0,1,0
2502,The Red Violin,1998,7.3,,M,1,0,1,1,1,1
2503,The Straight Story,1999,7.7,,M,0,0,1,0,0,0
2504,Deuces Wild,2002,5.5,http://www.mgm.com/sites/deuceswild/intro/,M,1,0,1,1,0,1
2505,Bad Words,2013,6.4,,M,0,1,0,0,0,0
2506,"Run, Fatboy, Run",2007,6.2,http://www.runfatboyrunmovie.com/,M,0,1,0,0,0,1
2507,Heartbeeps,1981,3.8,,M,0,1,0,0,0,1
2508,Black or White,2014,6.5,,M,0,0,1,0,0,0
2509,On the Line,2001,4.1,,M,0,1,0,0,0,1
2510,Danny Collins,2015,6.6,,M,0,1,1,0,1,0
2511,"Jeff, Who Lives at Home",2011,6.1,,M,0,1,1,0,0,0
2512,I Am Love,2009,6.9,http://www.iamlovemovie.com/,M,0,0,1,0,0,1
2513,Atlas Shrugged Part II,2012,5.4,http://www.AtlasShruggedMovie.com,M,0,0,1,1,0,0
2514,Romeo Is Bleeding,1993,5.7,,M,1,0,1,1,0,0
2515,The Limey,1999,6.6,,M,1,0,1,1,0,0
2516,Crash,2004,7.2,http://www.crashfilm.com/,M,0,0,1,0,0,0
2517,The House of Mirth,2000,6.4,,M,0,0,1,0,0,1
2518,Malone,1987,6.8,,M,1,0,0,0,0,0
2519,Peaceful Warrior,2006,7.3,http://www.thepeacefulwarriormovie.com/,M,0,0,1,0,0,1
2520,Bucky Larson: Born to Be a Star,2011,4.4,http://www.buckylarson.com/,M,0,1,0,0,0,0
2521,Bamboozled,2000,6.3,,M,0,1,1,0,0,0
2522,The Forest,2016,4.8,http://theforestisreal.com/,M,1,0,0,1,0,0
2523,Sphinx,1981,6,,M,1,0,0,1,0,0
2524,While We're Young,2015,5.8,http://while-were-young.com/,M,0,1,1,1,0,0
2525,A Better Life,2011,7,,M,0,0,1,0,0,0
2526,Spider,2002,6.4,http://www.spiderthemovie.com/,M,1,0,1,1,0,0
2527,Gun Shy,2000,5.4,,M,1,1,0,0,0,1
2528,Nicholas Nickleby,2002,6.8,,M,1,0,1,0,0,0
2529,The Iceman,2012,6.4,,M,1,0,1,1,0,0
2530,Krrish,2006,5.5,,M,1,0,1,0,0,0
2531,Cecil B. Demented,2000,6.2,,M,1,1,0,1,0,0
2532,Killer Joe,2011,6.5,http://killerjoethemovie.com/,M,1,0,1,1,0,0
2533,The Joneses,2009,6.1,http://www.thejonesesmovie.com/,M,0,1,1,0,0,0
2534,Owning Mahowny,2003,6.8,,M,1,0,1,1,0,0
2535,The Brothers Solomon,2007,4.9,,M,0,1,0,0,0,0
2536,My Blueberry Nights,2007,6,,M,0,0,1,0,0,1
2537,Illuminata,1998,6.3,,M,0,0,1,0,0,0
2538,Swept Away,2002,4.8,,M,0,1,0,0,0,1
2539,"War, Inc.",2008,5.6,http://www.firstlookstudios.com/films/warinc/,M,1,1,0,0,0,0
2540,Shaolin Soccer,2001,6.6,,M,1,1,0,0,0,0
2541,The Brown Bunny,2004,5.5,,M,0,0,1,0,0,0
2542,The Swindle,1997,6.4,,M,1,1,0,1,0,0
2543,Rosewater,2014,6.5,,M,0,0,1,0,0,0
2544,The Chambermaid on the Titanic,1997,5.3,,M,0,0,1,0,0,0
2545,Coriolanus,2011,5.9,,M,1,0,1,0,0,0
2546,Imaginary Heroes,2004,6.3,http://www.sonypictures.com/classics/imaginary/site.html,M,0,1,1,0,0,0
2547,High Heels and Low Lifes,2001,6.4,,M,1,1,0,1,0,0
2548,World's Greatest Dad,2009,6.5,http://www.worldsgreatestdadfilm.com/,M,0,1,0,0,0,1
2549,Severance,2006,6.4,http://www.severancefilm.com,M,1,1,0,1,0,0
2550,Edmond,2005,6,http://www.edmondthefilm.com/,M,1,0,1,0,0,0
2551,Welcome to the Rileys,2010,6.4,http://www.welcometotherileys-movie.com/,M,0,0,1,0,0,0
2552,Police Academy: Mission to Moscow,1994,4.1,,M,0,1,0,1,0,0
2553,Blood Done Sign My Name,2010,6,,M,0,0,1,1,0,0
2554,Cinco de Mayo: La Batalla,2013,5.8,http://www.facebook.com/CincodeMayo.LaPelicula,M,0,0,1,0,1,0
2555,Elsa & Fred,2014,6.2,,M,0,1,0,0,0,1
2556,"An Alan Smithee Film: Burn, Hollywood, Burn",1998,3,,M,0,1,0,0,0,0
2557,The Open Road,2009,4.8,http://www.theopenroadmovie.com/,M,0,1,1,0,0,1
2558,The Good Guy,2009,5.4,,M,0,1,0,0,0,1
2559,Motherhood,2009,4.7,,M,0,1,1,0,0,0
2560,Free Style,2008,5.8,http://www.freestylemovie.com/,M,0,0,1,0,0,0
2561,Strangerland,2015,5.1,,M,1,0,1,0,0,0
2562,Janky Promoters,2009,7,http://www.jankypromoters.com/,M,0,1,0,0,0,0
2563,Blonde Ambition,2007,3.9,,M,0,1,0,0,0,1
2564,The Oxford Murders,2008,5.7,,M,1,0,0,1,0,0
2565,The Reef,2010,5.4,http://reefmovie.com/,M,1,0,1,1,0,0
2566,Eulogy,2004,6.4,,M,0,1,1,0,0,0
2567,White Noise 2: The Light,2007,5.6,,M,1,0,1,1,0,0
2568,Beat the World,2011,4.3,,M,0,0,1,0,1,0
2569,Fifty Dead Men Walking,2008,6.1,,M,1,0,0,0,0,0
2570,Jungle Shuffle,2014,6.5,http://www.jungleshuffle.com/,M,1,1,0,0,0,0
2571,Adam Resurrected,2008,6.4,,M,0,0,1,0,1,0
2572,Of Horses and Men,2013,6.9,http://hrosss.is/the-film/,M,0,1,1,0,0,1
2573,It's a Wonderful Afterlife,2010,4.3,http://www.itsawonderfulafterlife.com/,M,0,1,0,0,0,1
2574,The Devil's Tomb,2009,4,,M,1,0,1,1,0,0
2575,Partition,2007,6.4,,M,0,0,1,0,0,1
2576,Good Intentions,2010,5,http://www.goodintentionsmovie.com/,M,0,1,0,0,0,0
2577,"The Good, The Bad, The Weird",2008,7.1,,M,1,1,0,0,0,0
2578,Nurse 3-D,2013,4.9,,M,1,0,0,1,0,0
2579,Gunless,2010,6.7,http://gunless.ca/,M,1,1,1,0,0,0
2580,Adventureland,2009,6.4,http://www.adventurelandthefilm.com/,M,0,1,0,0,0,0
2581,The Lost City,2005,6,,M,0,0,1,0,0,1
2582,Next Friday,2000,6.4,,M,0,1,0,0,0,0
2583,American Heist,2014,4.3,,M,1,0,0,0,0,0
2584,You Only Live Twice,1967,6.5,http://www.mgm.com/view/movie/2347/You-Only-Live-Twice/,M,1,0,0,0,0,0
2585,Plastic,2014,6.1,,M,1,1,1,1,0,0
2586,Amour,2012,7.5,,M,0,0,1,0,0,1
2587,Poltergeist III,1988,4.5,,M,1,0,0,1,0,0
2588,Re-Kill,2015,4.9,,M,0,0,1,1,0,0
2589,"It's a Mad, Mad, Mad, Mad World",2063,7,,M,1,1,0,1,0,0
2590,Volver,2006,7.3,http://www.volver-lapelicula.com,M,0,1,1,0,0,1
2591,Heavy Metal,1981,6.2,,M,0,1,1,0,0,0
2592,Gentlemen Broncos,2009,6.2,http://www.gentlemenbroncos.com/,M,1,1,0,0,0,0
2593,Richard III,1995,6.9,,M,0,0,1,0,1,0
2594,Into the Grizzly Maze,2015,5.1,,M,1,0,0,1,0,0
2595,Kites,2010,6,http://www.kites-thefilm.com/,M,1,0,1,0,0,1
2596,Red Dog,2011,7.1,http://www.reddogmovie.com/,M,0,1,1,0,0,0
2597,Jab Tak Hai Jaan,2012,7.3,,M,0,0,1,0,0,1
2598,Alien,1979,7.9,https://www.facebook.com/alienanthology/,M,1,0,1,1,0,0
2599,The Texas Chain Saw Massacre,1974,7.2,,M,0,0,0,1,0,0
2600,The Runaways,2010,6.3,,M,0,0,1,0,1,0
2601,Fiddler on the Roof,1971,7.4,,M,0,0,1,0,0,1
2602,Thunderball,2065,6.5,http://www.mgm.com/view/movie/2009/Thunderball/,M,1,0,0,0,0,0
2603,Detention,2011,5.7,http://detentionmovie.com/,M,0,1,1,1,0,0
2604,Loose Cannons,2010,7,http://www.minevaganti.net/,M,0,1,1,0,0,1
2605,Set It Off,1996,6.9,http://www.newline.com/properties/setitoff.html,M,1,0,1,1,0,0
2606,The Best Man,1999,6.8,http://www.universalpictures.com/bestman/,M,0,1,1,0,0,0
2607,Child's Play,1988,6.3,,M,1,0,0,1,0,0
2608,Sicko,2007,7.3,,M,0,0,0,0,1,0
2609,The Purge: Anarchy,2014,6.6,,M,1,0,0,1,0,0
2610,Down to You,2000,4.9,,M,0,1,1,0,0,1
2611,Harold & Kumar Go to White Castle,2004,6.6,,M,1,1,0,0,0,0
2612,The Contender,2000,6.7,,M,1,0,1,0,0,0
2613,Boiler Room,2000,6.5,,M,1,0,1,1,0,0
2614,Trading Places,1983,7.1,,M,0,1,0,0,0,0
2615,Black Christmas,2006,4.8,,M,1,0,0,1,0,0
2616,Breakin' All the Rules,2004,5.8,,M,0,1,0,0,0,1
2617,Henry V,1989,7.4,,M,1,0,1,0,1,1
2618,The Savages,2007,6.8,http://www.foxsearchlight.com/thesavages,M,0,0,1,0,0,0
2619,Chasing Papi,2003,6.3,,M,0,1,0,0,0,1
2620,The Way of the Gun,2000,6.4,,M,1,0,1,1,0,0
2621,Igby Goes Down,2002,6.5,,M,0,1,1,0,0,0
